pkoknya;pokoknya
knl;kenal
canti;cantik
astagfirullh;astagfirullah
nutupin;menutupi
hub;menghubungi
kmn;kemana
dung;dong
kakakaaaaaaaaaaaaaa;kakak
batwc;banget
kamyuhhh;kamu
dbwh;dibawah
yuuuk;yuk
bukti2;bukti-bukti
senenggg;senang
mao;mau
murhan;murahan
bgettt;banget
negri;negeri
mereka2;mereka-mereka
pakke;pakai
ktergantungan;ketergantungan
prwatn;perawatan
hslnya;hasilnya
maksih;terima kasih
gratiss;gratis
bbrpa;beberapa
ajaibb;ajaib
setujuuu;setuju
ajarin;ajarkan
mrnghadapi;menghadapi
naka;nakal
sdkt;sedikit
besar2in;besar-besarkan
s*inetr*n;sinetron
mndpt;mendapat
skt;sakit
sebnyak;sebanyak
terburu2;terburu-buru
nanya;bertanya
ngumpat2;mengumpat-ngumpat
nantangin;menantang
ngegampar;menggampar
ngelaporin;melaporkan
salahin;salahkan
konsekwensi;konsekuensi
muliany;mulianya
mungki;mungkin
u;untuk
t4;tempat
bacahalah;bacalah
yaak;ya
dikerasin;dikerasi
gkkan;enggak akan
ngulangin;mengulangi
lebayy;lebay
bedaa;beda
pnyaa;punya
sendirii;sendiri
bol3h;boleh
ngadu;mengadu
ketauan;ketahuan
dimarahin;dimarahi
manjain;memanjakan
boleh2;boleh-boleh
hallo;halo
nyelesain;menyelesaikan
troma;trauma
kerasin;kerasi
kamu2;kamu-kamu
cewer;jewer
bilanh;bilang
jwban;jawaban
suk;suka
rajin2;rajin-rajin
jungkiir;jungkir
kekk;kayak
gunaa;guna
bales2in;balas-membalas
orangg;orang
tauuuu;tau
bls;balas
byak;banyak
kepad;kepada
bantuanny;bantuannya
ttinggi;tinggi
perna;pernah
grgr;gara-gara
jari2;jari-jari
pukulin;pukuli
bengkak2;bengkak-bengkak
komentarin;komentari
bijak2;bijak-bijak
menurur;menurut
tipe2;tipe-tipe
liatlah;lihatlah
teguran2;teguran-teguran
skolah;sekolah
klas;kelas
krena;karena
tkut;takut
grunya;gurunya
pndah;pindah
masukin;memasukkan
dilindungin;dilindungi
kasiaannn;kasihan
miring2;miring-miring
baek;baik
tinggalin;tinggalkan
kaitannha;kaitannya
sud;sudah
sampw;sampai
rana;ranah
thdp;terhadap
bhkn;bahkan
justeru;justru
apah;apa
ngatai;mengatai
kln;kalian
ngajar;mengajar
termuraaahhhh;termurah
brkunjun;berkunjung
suarranya;suaranya
iu;itu
bgussss;bagus
ambilin;mengambil
mdh2an;mudah-mudahan
biasaaaa;biasa
luuuaar;luar
redho;ridho
rezki;rezeki
kepd;kepada
luaarrr;luar
biasaaa;biasa
jadilh;jadilah
kata2nya;kata-katanya
terhaaru;terharu
orrunya;orang tuanya
flm;film
kalok;kalo
adek2;adek-adek
loncatt;loncat
hampasss;hempas
kt;kita
bunga2;bunga-bunga
apaaan;apaan
ampuuunn;ampun
daaah;dah
bangetttttt;banget
ituh;itu
suaranyaaaaaa;suaranya
idoolaaa;idola
pulaa;pula
penyanyi2;penyanyi-penyanyi
wiih;wih
kaaaa;kak
sayanggg;sayang
allaahh;allah
ajahhh;saja
dehat;sehat
salammmm;salam
hari2;hari-hari
sihat;sehat
buruann;buruan
rekomendain;rekomendasikan
trussss;terus
kakakuuu;kakakku
ngalir;mengalir
bangt;banget
prawatan;perawatan
dimao;dimau
wjh;wajah
prwtn;perawatan
silahkn;silakan
ajha;saja
"minyak""an";minyak-minyakan
mutihin;memutihkan
smster;semester
uga;juga
ucull;lucu
"ngomong""";ngomong-ngomong
udehh;sudah
skrang;sekarang
ucul;lucu
jan;jangan
syngnya;sayangnya
dipermainin;dipermainkan
kasiatnya;khasiatnya
kocakkk;kocak
dasarrr;dasar
ajaaa;saja
waaaaw;wow
cannnnntikkkkkkk;cantik
cantikx;cantiknya
fatanik;fanatik
protestin;protestan
kakau;kalau
marh;marah
emngnya;memangnya
darpada;daripada
cooooooocok;cocok
pkk;pakai
agama'ny;agamanya
prcy;percaya
lurusin;meluruskan
biri;biru
nti;nanti
luco;lucu
ultha;ultah
batikk;batik
arab2;arab-arab
luchu;lucu
abes;habis
duhh;duh
sedihhh;sedih
ngasi;mengasih
gasih;enggak sih
naaaak;nak
astagaa;astaga
akuuu;aku
astafirullah;astagfirullah
msuk;masuk
peragain;peragakan
shayyy;say
anjaayy;anjay
ngilerrrr;mengiler
shay;say
bayangin;bayangkan
woyyy;woy
shaaaay;say
hempaass;hempas
sayyy;say
shayy;say
syantiek;cantik
njay;anjay
hehh;eh
ingeet;ingat
sblh;sebelah
gag;enggak
nawarin;menawari
amiiiiin;amin
jauhhh;jauh
baguss;bagus
waaahhh;wah
ajakin;mengajak
mntn;mantan
luhhh;lu
nyet;monyet
yooookkk;yuk
jrnk;jarang
"jelas""";jelas-jelas
cow;cowok
kayax;kayak
dblkng;dibelakang
anjirr;anjir
sangattt;sangat
iyap;iya
mayann;lumayan
autuhh;tau tuh
atutt;takut
ketara;tertara
giniii;begini
looo;loh
mbaaass;mbak
bund;bunda
almh;almarhumah
temenkuuh;temanku
suami'y;suaminya
bngeeeetttt;banget
entr;entar
kyax;kayak
cuantikkk;cantik
mksdnya;maksudnya
namain;namai
kaaaaaaaaaakkkkkkkkkkk;kak
panggilan'ya;panggilannya
kucing'y;kucingnya
nama'in;namai
panggilan'y;panggilannya
kalw;kalau
tips2;tips-tips
alu;aku
ngerrrriiii;ngeri
ayooo;ayo
ngriii;mengiri
paksain;memaksakan
kox;kok
th;teh
pkee;pakai
cantiikkkk;cantik
smkin;semakin
bgmna;bagaimana
ssorg;seseorang
hdpn;hadapan
tsb;tersebut
smakin;semakin
mnambh;menambah
ktaatan;ketaatan
stju;setuju
dilepas2;dilepas-lepas
istiqomahhh;istikamah
ngerii;ngeri
imutt;imut
amu;kamu
nahh;nah
cntikk;cantik
mauuuuuuu;mau
jilbb;jilbab
tmn;teman
ngecek;mengecek
ndut;gendut
penasarn;penasaran
cuyy;cuy
astauviruloh;astagfirullah
binggo;banget
kaakk;kak
paaak;pak
gawl;gaul
kecr;kece
gilaaa;gila
iih;ih
ngajak;mengajak
gemay;gemas
aned;banget
gingsungny;gingsulnya
cariin;carikan
cuanti;cantik
mbanya;mbaknya
lh;boleh
knlan;kenalan
mbaakk;mbak
nyusahhin;menyusahkan
byaran;bayaran
wlawpun;walaupun
sedangkn;sedangkan
bnggain;banggakan
nyusahin;menyusahkan
dibanggain;dibanggakan
wlau;walau
"bangga""in";membangga-banggakan
krya;karya
"bilang""";bilang-bilang
tinggall;tinggal
ngebales;membalas
bangga2in;membangga-banggakan
dibnggain;dibanggakan
wlaupun;walaupun
karya2;karya-karya
drimana;darimana
ngepake';memakai
gksalah;enggak salah
nuntut;menuntut
ngebiarin;membiarkan
spy;supaya
bhas;bahas
tdi;tadi
lagu'y;lagunya
lagu2nya;lagu-lagunya
jadiin;jadikan
guaa;gua
nyampah;menyampah
"mba""";mbak-mbak
bukan'a;bukannya
tappi;tapi
pacara;pacaran
kalli;kali
nuduh;menuduh
"ngerebut""";merebut-rebut
lluu;lu
ngerussak;merusak
"bela""in";membela-bela
bellain;membela
coment;komen
dewassa;dewasa
kallo;kalo
comnet;komen
"pikir""";pikir-pikir
kaya'a;kayanya
kuyyy;yuk
gitu2;begitu-gitu
sgtu'y;sebegitunya
ngebelain;membela
"karya""";karya-karya
do;di
cali;caci
penghrgaan;penghargaan
lbihh;lebih
drii;dari
"artist""";artis-artis
"maki""";maki-maki
komentarin;mengomentari
sendirinnya;sendirinya
stidaknya;setidaknya
trbaikk;terbaik
kmauan;kemauan
punn;pun
mengikutii;mengikuti
atassan;atasan
klauu;kalau
jngnn;jangan
so;sok
sendirinyya;sendirinya
frestasiii;prestasi
ajjh;saja
mst;mesti
add;ada
see;sih
sibukx;sibuknya
katanyaa;katanya
lawaaaas;lawas
kocaaaak;kocak
jagain;jaga
pkoknyaa;pokoknya
dsana;disana
suksess;sukses
cita2;cita-cita
sichhhhhhhhhh;sih
diapain;diapakan
yh;ya
nampak;menampak
tehhh;teh
tehhhh;teh
padet;padat
buktiin;buktikan
wooowww;wow
saranin;sarankan
cobain;coba
ngerasain;merasai
muga;moga
janka;jangka
kepoin;mengepoi
wawwwww;wow
waaaww;wow
waaawwww;wow
model2;model-model
awal2;awal-awal
setabil;stabil
bangettttttt;banget
ngtain;mengatai
oplas;operasi plastik
nambahh;bertambah
paripurnahh;paripurna
wanitah;wanita
indonesiaah;indonesia
cumn;cuman
gegra;gegara
kmrin;kemarin
brita;berita
diliat;dilihat
gapernah;enggak pernah
fotbar;foto bareng
wajarrr;wajar
sampek;sampai
sngt;sangat
wk;waktu
skg;sekarang
bingiittt;banget
sudh;sudah
nampar;menampar
tukan;tukang
jatoh;jatuh
"muka""";muka-muka
jlek;jelek
cantik2nya;cantik-cantiknya
sdgkn;sedangkan
jgk;juga
"apa""";apa-apa
mancungin;memancungkan
kusem;kusam
drpada;daripada
kmar;kamar
diemm;diam
tnggu;tunggu
dteng;datang
guee;gue
ketawain;mentertawakan
lohh;lo
yaelahhh;alah
"sikap""";sikap-sikap
ngehujat;menghujat
komenan;komentar
ngejatuhin;manjatuhkan
gedeg;gedek
muka2;muka-muka
eey;eh
nggk;enggak
kslahan;kesalahan
ngata2in;mengatai-ngatai
perhatiam;perhatian
dibiarin;dibiarkan
trjd;terjadi
mkir;memikir
22nya;dua-duanya
apalai;apalagi
dikata2in;dikata-katai
cmpur;campur
saat2;saat-saat
dtg;datang
nyadar;menyadari
kta;kata
br;baru
nyadar;sadar
bka;buka
sotoy;sok tau
berani2;berani-berani
sprt;seperti
pipi'y;pipinya
gemmeeezzz;gemas
cantiikk;cantik
sukam;suka
wkt;waktu
manisss;manis
trasa;terasa
minpi;mimpi
bner2;benar-benar
mnjdkan;menjadikan
mudah2n;mudah-mudahan
baju2;baju-baju
soalx;soalnya
smpt;sempat
keche;kece
badaii;badai
btuh;butuh
ktanya;katanya
bebrp;beberapa
sblum;sebelum
santab;santap
salehah;salihah
lht;lihat
cantiq;cantik
pengalam;pengalaman
mantepp;mantap
kuninggg;kuning
pinkkkk;pink
warnany;warnanya
mkn;makin
senangat;semangat
msknya;masaknya
ciptain;ciptakan
bagussss;bagus
sayangkuh;sayangku
gans;ganteng
babget;banget
dihh;dih
jadu;jadi
heii;hai
kamuu;kamu
ksyngn;kesayangan
haru;harus
narik;menarik
"orang""";orang-orang
syng;sayang
amatt;amat
gokilll;gila
gantenggg;ganteng
hancuuuuuy;hancur
mattihhh;mati
beudd;banget
termiribkan;termiripkan
brrti;berarti
wenakk;enak
nganteng;ganteng
abanggg;abang
seksii;seksi
gtuh;begitu
jadii;jadi
emeezzz;gemas
amohhh;kamu
maau;mau
eyke;aku
gilakkkkk;gila
duhhhhh;duh
liaatt;lihat
iniiiii;ini
aloh;allah
ngettt;banget
mirippp;mirip
mukax;mukanya
maso;masa
dpn;depan
ngeliatnya;melihatnya
brubah;berubah
pelastik;plastik
keak;kayak
beud;banget
pahamin;pahami
cntk;cantik
takuuuuut;takut
ahahahanjirrr;anjir
dasyat;dahsyat
jogetin;berjoget
shaay;say
boker;berak
pacarnyaa;pacarnya
matii;mati
ketawaa;ketawa
taekk;tahi
wanjiir;anjir
dmna;dimana
dh;deh
mauuuuu;mau
minta;meminta
bnran;benaran
sgla;segala
uitnya;duitnya
beliiin;belikan
yaaah;ya
macem2;macam-macam
beliin;belikan
sekaeang;sekarang
tgk;tengok
kageet;kaget
say;sayang
ilang2;hilang-hilang
bkn;bikin
tanyain;tanyakan
nyoba;mencoba
yu;yuk
jatuhnyaa;jatuhnya
tambahin;tambahkan
banyakin;membanyaki
nambah;bertambah
tipu2nya;tipu-tipunya
doaang;doang
tpii;tapi
kaj;kak
lcu;lucu
wahhhhhh;wah
bingittzz;banget
iiiiiiiii;ih
kaliiiiiii;kali
melebihin;melebihi
gakpapa;enggak apa-apa
kalogak;kalo enggak
ndukung;mendukung
aminnnnn;amin
aamiinnn;amin
skluarga;sekeluarga
daah;dah
suaminga;suaminya
smgaa;semoga
cuaaantikk;cantik
muraaaaah;murah
baraang;barang
bets;banget
cantiknyaaa;cantiknya
alhamdulillaaaaah;alhamdulillah
istiqamah;istikamah
sembuhin;menyembuhkan
pengrusak;perusak
ngoceh;mengoceh
hpus;hapus
pjang;pajang
bdampingan;berdampingan
uih;uh
komenx;komennya
"serem""";seram-seram
"happi""";hepi-hepi
aza;saja
bgtuu;begitu
ktwa;ketawa
yeee;ya
abizzz;habis
malu2in;malu-malui
mff;maaf
jjur;jujur
semogaa;semoga
kepelesett;terpeleset
geeelaakk;gila
salfok;salah fokus
bolang;bocah petualang
pkek;pakai
pnjang;panjang
pla;pula
lagihh;lagi
hedeuuhh;aduh
stress;stres
saltummmm;salah kostum
nyambung;menyambung
mboizzz;bois
suda;sudah
kayaq;kayak
ema;emak
gayany;gayanya
engk;enggak
dirumahny;dirumahnya
yuh;tuh
rmbt;rambut
mrusak;merusak
dunk;dong
siapayahh;siapa ya
bilangin;bilang
kostom;kostum
loo;lo
gnii;begini
atuu;satu
ngegemesin;menggemaskan
pipinyaaa;pipinya
pinginnn;pengin
bungkuuuuuuuuusss;bungkus
iiiihhhhhj;ih
emeessss;gemas
pipine;pipinya
glembeeeer;gelambir
lucunaaa;lucunya
cubanget;lucu banget
pengenn;pengin
unyuuk;unyu
lucunyah;lucunya
mantaaap;mantap
bingits;banget
keduaa;kedua
trsrh;terserah
seterong;setrong
teyuss;terus
dimasukin;dimasuki
jahatin;menjahati
ush;usah
masukin;memasuki
ngapain;mengapa
gtw;enggak tau
qo;kok
nulis;menulis
nyebutin;menyebutkan
bales;balas
ngertiin;mengerti
rasaiin;rasai
gakusah;enggak usah
disni;disini
sabarrr;sabar
semangaatttt;semangat
bedainnya;membedakannya
krus;kurus
elaaaahhhh;alah
kereenn;keren
tap8;tapi
imoet;imut
pandanginya;memandanginya
kenaliiin;kenalkan
qu;ku
tauuu;tau
suko;suka
niih;nih
sihhhh;sih
"sebaik""";sebaik-baik
ngomentarin;mengomentari
"masing""";masing-masing
ikh;ih
segtu;sebegitu
ngebenci;membenci
bakar2in;bakar-bakari
padhe;pakde
dosa2mu;dosa-dosamu
maafin;memaafi
ujung2;ujung-ujung
dalem2;dalam-dalam
bahas2;bahas-bahas
mslh;masalah
woles;selow
hianatin;khianati
halangin;halangi
iyuh;ih
iyuuuhhhh;ih
jgn2;jangan-jangan
gabakal;enggak bakal
adapin;menghadapi
ngehakimi;menghakimi
ngejuangin;memperjuangkan
dipojokin;dipojokkan
bacotin;bacoti
berati;berarti
dripada;daripada
kebangetak;kebangetan
tangkep;tangkap
bt;buat
sadis2;sadis-sadis
cowo;cowok
maksir;menaksir
hebatt;hebat
nerima;menerima
liht;lihat
pndang;pandang
sbagai;sebagai
pmbelajaran;pembelajaran
ngejelek;menjelekkan
maslah;masalah
mmperbaiki;memperbaiki
temenan;berteman
ngerebut;merebut
pny;punya
kafeh;kafe
remang2;remang-remang
tinggl;tinggal
dirmh;dirumah
mnta;minta
kale;kali
iyuuhhh;ih
ktika;ketika
dipuja2;dipuja-puja
kam;kamu
ngrasain;merasai
rasain;rasai
pesen;pesan
yeeee;ya
ityl;itil
marah2;marah-marah
wenak;enak
ngarang;mengarang
kelas'a;kelasnya
hadeeehhh;aduh
jing;anjing
"abal""";abal-abal
"gtu""an";begitu-gituan
gmanapun;bagaimanapun
kr;kira
taux;taunya
urat2nya;urat-uratnya
ngorbanin;mengorbankan
eksprsi;ekspresi
gitulah;begitulah
"foto""";foto-foto
mamas;mas
ngilangin;menghilangkan
gada;enggak ada
bandingin;bandingkan
tua2;tua-tua
ketarik;tertarik
terus2an;terus-terusan
liat2;lihat-lihat
waduhh;waduh
"bawa""";bawa-bawa
badingkan;membandingkan
bgmana;bagaimana
ributin;meributkan
brantem;berantem
lipetan;lipatan
ampuun;ampun
yya;ya
bneraan;benaran
kageeet;kaget
sangaaattt;sangat
rmbuut;rambut
nt;nanti
walik;balik
oma2;oma-oma
kirain;mengira
kellen;kalian
aje;saja
ngomenin;mengomentari
iseng2;iseng-iseng
niyyyyhhhh;nih
mlah;malah
sexi2;seksi-seksi
blik;balik
cb;coba
kenape;kenapa
ladenin;meladeni
skit;sakit
hat;hati
kkak;kakak
jilbabnye;jilbabnya
ledkin;meledeki
digabtikan;digantikan
ngumung;mengomong
dikemanain;dikemanakan
ilang-in;hilangkan
prinadi;pribadi
luh;lu
yep;ya
"ngaku""";mengaku-ngaku
helooooo;halo
u;lu
palingann;palingan
berjinah;berzina
munaafikk;munafik
urusn;urusan
pk;pakai
saudra;saudara
trganggu;terganggu
bhijab;berhijab
lepasin;melepas
smentara;sementara
biarin;biarkan
waduhhh;waduh
ursan;urusan
sudab;sudah
dwsa;dewasa
agma;agama
rpt2;repot-repot
sbr;sabar
ngaji;mengaji
nmr;nomor
romantiz;romantis
pensaran;penasaran
kepoin;kepoi
baru2;baru-baru
tlp;telepon
yok;yuk
lainnyaa;lainnya
perbulannn;perbulan
penyebab2;penyebab-penyebab
nyupir;menyopir
steess;stres
kwatir;kawatir
tengah2;tengah-tengah
duetin;duet
dongg;dong
silsturahmi;silaturahmi
mrka;mereka
ank2nya;anak-anaknya
dijkt;dijakarta
may;mau
cums;cuma
undangan2;undangan-undangan
past;pasti
anknya;anaknya
wktunya;waktunya
ayukk;yuk
nntn;menonton
filmny;filmnya
nari;menari
ntn;menonton
kemariin;kemarin
knpp;kenapa
lggi;lagi
lma;lama
gaprgi;enggak pergi
klau;kalau
pa2;apa-apa
tgl;tanggal
dtunggu;ditunggu
masa2;masa-masa
kepikir;terpikir
seruuu;seru
bagusss;bagus
emeshh;gemas
kaya;kayak
astagaaaaaa;astaga
pacarn;pacaran
ktg;kita
pacaranya;pacarannya
mbaak;mbak
kka;kakak
de;dek
pacarane;pacarannya
rusakkk;rusak
yaaampunnn;ya ampun
kaga;kagak
taun;tahun
tuwek;tua
mukae;mukanya
ultahe;ultahnya
mlh;malah
kliatanya;kelihatannya
apaa;apa
q;aku
bingiit;banget
pcaranya;pacarannya
taon;tahun
bermaksut;bermaksud
tampialannya;tampilannya
nikaah;nikah
"anak""";anak-anak
pankapan;kapan-kapan
ngumbar;mengumbar
dhpusin;dihapuskan
istiqomah;istikamah
wihh;wih
semangaatt;semangat
mudah2;mudah-mudah
mnutup;menutup
apus;hapus
bngatt;banget
dii;di
ooh;oh
hapusin;hapuskan
ngeuh;engah
th;tahun
mutusin;memutuskan
ngapus;menghapus
fto2;foto-foto
sblm;sebelum
awl;awal
bngkit;bangkit
mncoba;mencoba
dapetin;mendapati
gituan;begituan
cobaaa;coba
cobaa;coba
buktiin;membuktikan
ngebuktiin;membuktikan
wahhh;wah
mutuain;memutuskan
smw;semua
geuliiiiiiis;geulis
euyyyyy;euy
widihh;idih
uuh;uh
ngomongin;mengomongkan
ngirim;mengirim
ngidam;mengidam
sampis;sampah habis
maapin;maaf
ngebala;bala
mampuussss;mampus
diihhhh;dih
hrusnya;harusnya
sabal;sabar
kauuuu;kau
uhhh;uh
sabaro;sabar
eehhh;eh
iiii;ih
kreative;kreatif
bangrt;banget
azekkkk;asik
bngettt;banget
kuaaatt;kuat
bhet;banget
bhs;bahasa
inggrisny;inggrisnya
bangeeet;banget
slm;salam
tmn2;teman-teman
dsna;disana
iyaap;iya
mksih;terima kasih
nga;enggak
canyk;cantik
prodac;produk
bbrp;beberapa
ciyusss;serius
de;deh
lw;lu
cyin;cinta
sexi;seksi
cantinya;cantiknya
gx;enggak
cantikkkk;cantik
woww;wow
bangget;banget
bettt;banget
cantiiillx;cantik
bundaaaa;bunda
mudaa;muda
brapa;berapa
alaami;alami
sabaarrr;sabar
cantiiiikk;cantik
bangeeeeetttt;banget
cannntikk;cantik
banggett;banget
cakepp;cakep
thnan;tahunan
cantikkkkkk;cantik
segerr;segar
wouww;wow
cantiiikkk;cantik
catokin;catok
promil;program hamil
comment2nya;komentar-komentarnya
"benar""";benar-benar
lohhh;loh
besar2an;besar-besaran
pedes;pedas
knsul;konsultasi
brhasil;berhasil
konsul;konsultasi
gratisss;gratis
hilangin;menghilangkan
kontak2;kontak-kontak
dptnya;dapatnya
applikasi;aplikasi
skarang;sekarang
kereeeeen;keren
gemesinnnnn;menggemaskan
prodaknya;produknya
nyesell;menyesal
poko;pokok
ongkiir;ongkir
thn;tahun
ajaibbbbb;ajaib
saayyyyy;say
belanjaa;belanja
disiniii;disini
ganteung;ganteng
iiiiiiiiii;ih
lucuukk;lucu
keciil;kecil
yakinn;yakin
pentass;pentas
kepoin;kepo
ngelahirin;melahirkan
paksain;memaksa
biasaa;biasa
besarin;membesarkan
bosaan;bosan
yuukk;yuk
kitaaa;kita
murmer;murah meriah
testinya;testimoninya
mengirusi;mengurusi
khdpn;kehidupan
ngalah;mengalah
ngelawan;melawan
betuuuuulllllllllllllllll;betul
banyak2;banyak-banyak
bisax;bisanya
nyerocos;mencerocos
klmbutan;kelembutan
seburuk2;seburuk-buruk
diingetin;diingatkan
ngeriiiiii;ngeri
nich;nih
akhlah;akhlak
elo2;lo-lo
mandiin;memandikan
nguburin;menguburkan
subhannallah;subhanallah
ngebedain;membedakan
urusanny;urusannya
tuhanny;tuhannya
brtngkar;bertengkar
pndapat;pendapat
teman2;teman-teman
sling;saling
mnding;mending
nmbah;menambah
lha;lah
sharusnya;seharusnya
bangeett;banget
mngkannya;mangkanya
ngelakuin;melakukan
nyia2in;menyia-nyiakan
brarti;berarti
mndpat;mendapat
kpuasan;kepuasan
sgampang;segampang
mlepaskan;melepaskan
ngapain;mengapai
diurusin;diurusi
pantes;pantas
sk;suka
sndr;sendiri
sellow;selow
sbbrnya;sebenarnya
kasar2;kasar-kasar
semangattt;semangat
nungguin;menunggu
testi;testimoni
banyaak;banyak
bujukk;bujuk
pala;kepala
d.apa;diapa
apain;apai
dsar;dasar
y;nya
benetaran;benaran
gaa;enggak
bneran;benaran
krenn;keren
kraya;karya
brg;bareng
ngebantu;membantu
janjutin;lanjutkan
kepppoin;kepoi
recommendasi;rekomendasi
btulan;betulan
kha;kah
rmbut;rambut
pjg;panjang
s;sih
tutupin;menutupi
wik;wig
ithu;itu
ttap;tetap
botakkkk;botak
botakin;botaki
bnrn;benaran
week;wig
gawul;gaul
modes;modis
brayyy;bray
jalan2;jalan-jalan
mauuu;mau
bronis;brondong manis
rb;ribu
gapunya;enggak punya
nambah;menambah
kecantikanga;kecantikannya
loooh;loh
barang2;barang-barang
hiii;hai
piiiilih;pilih
pokonya;pokoknya
deeh;deh
zama;zaman
gnti;ganti
nmnya;namanya
tapo;tapi
kuy;yuk
gkk;enggak
petinggi2;petinggi-petinggi
wota2;wota-wota
indefendet;independen
tempat2;tempat-tempat
yuuuukkk;yuk
dituutup;ditutup
mbaa;mbak
ngayal;mengkhayal
smvk;sempak
bkal;bakal
knyataan;kenyataan
amiinn;amin
njrittt;anjir
selmt;selamat
taz;atas
klhran;kelahiran
pertma;pertama
kelahuran;kelahiran
pertamany;pertamanya
slmt;selamat
mamax;mamanya
iyah;iya
ankx;anaknya
cantip;cantik
la;lah
dedek;adek
ats;atas
klahiran;kelahiran
slmat;selamat
slamat;selamat
mmbanggakan;membanggakan
ortuny;orang tuanya
bngtt;banget
selmat;selamat
ae;saja
mnjdi;menjadi
bnda;bunda
nyah;nya
prtamax;pertamanya
moqa;moga
yq;yang
brbakti;berbakti
gewlaaaaa;gila
ea;ya
basodaraa;bersaudara
gamau;enggak mau
ori;orisinal
hargs;harga
perhatiin;perhatikan
abal2;abal-abal
bantuim;bantu
adl;adalah
pelwak;pelawak
saranin;menyarankan
aamiiin;amin
suces;sukses
sucses;sukses
garemin;garami
gapake;enggak pakai
hubunggi;hubungi
ngiringan;mengiringi
karir.a;karirnya
aamin;amin
teruz;terus
promoo;promo
ongkirr;ongkir
mskasih;terima kasih
wowwwww;wow
cobain;mencoba
seeeemua;semua
dipake;dipakai
nyaranin;menyarani
wowwww;wow
kemarn;kemarin
recomendasinya;rekomendasinya
batesin;batasi
bijin;bikin
pd;percaya diri
ngeidealin;mengidealkan
bdn;badan
bhn;bahan
mngkin;mungkin
menghilangkn;menghilangkan
kenalin;mengenalkan
gasalah;enggak salah
le;boleh
cogan;cowok ganteng
semuaaa;semua
keknya;kayaknya
dijadiin;dijadikan
heeee;hai
nobar;menonton bareng
yam;ya
rame2;rame-rame
kartunin;kartun
jdulnya;judulnya
bacaaaa;baca
kyaknya;kayaknya
leh;boleh
ugha;juga
abez;habis
baaaaaang;bang
ganteeeeng;ganteng
entahhh;entah
gimanaaaa;bagaimana
duuhh;duh
gantengnyaaaa;gantengnya
kpn2;kapan-kapan
pans;fan
kuliyh;kuliah
kenalin;kenalkan
alm;almarhum
gantengkuuuuuu;gantengku
atassss;atas
orgny;orangnya
kaaaaa;kak
owalaah;walah
awk;awak
nengok;menengok
aslinyo;aslinya
alissnyaa;alisnya
masaaaa;masa
adenya;adeknya
komuk;muka
kalahnye;kalahnya
maapin;maafi
iyaaaa;iya
fakultass;fakultas
smrg;semarang
unyu2;unyu-unyu
loe;lo
yyaaa;ya
insonniaaa;insomnia
adekx;adeknya
nihh;nih
azaab;azab
gksi;enggak sih
ahhh;ah
greged;greget
alamiii;alami
kenceng;kencang
ktemu;ketemu
lngsung;langsung
yuuu;yuk
ditayangin;ditayangkan
itungan;hitungan
"ms""";masa-masa
nontonny;menontonnya
emank;memang
rekomendasiiin;merekomendasikan
naksir;menaksir
sista2;sista-sista
agan2;agan-agan
bikinin;membikin
ngg;enggak
nanget;banget
himana;bagaimana
ngeditnya;mengeditnya
waww;wow
kereen;keren
kekgini;kayak begini
ngasih;mengasih
apa2;apa-apa
subhanaallahh;subhanallah
sangat2;sangat-sangat
terharuuuu;terharu
subhanallahhh;subhanallah
tlsn;tulisan
subhanalloh;subhanallah
nagiss;menangis
aneut;banget
trrharu;terharu
subhnallah;subhanallah
allahh;allah
suamiii;suami
aminnnn;amin
aaahh;ah
dcintai;dicintai
spt;seperti
mnjadi;menjadi
liat'y;lihatnya
bngeet;banget
lggeng;langgeng
samara;sakinah mawadah rahman
romantisny;romatisnya
duhhh;duh
pcar;pacar
kakanga;kakaknya
lyt;lihat
yakk;ya
slw;selow
cpa;siapa
aelah;alah
idupnya;hidupnya
bner;benar
orabg;orang
iyha;iya
mukanyaa;mukanya
kakanya;kakaknya
jwb;jawab
kakakny;kakaknya
maluuu;malu
pakek;pakai
woooyy;woy
ngelucu;melucu
bukak;buka
mato;mata
yo;ya
kareno;karena
cino;cina
munafikk;munafik
kw;kau
meker;mikir
indoneaia;indonesia
benarin;membenarkan
jaadii;jadi
apo;apa
nyo;nya
sndri;sendiri
ngaku;mengaku
jalanani;menjalani
dalil2;dalil-dalil
sunah2;sunah-sunah
sdah;sudah
benda2;benda-benda
bilang2;bilang-bilang
emangnya;memangnya
rumpiin;rumpi
hotak;botak
ikut2;ikut-ikut
nahhh;nah
napa;kenapa
ciptain;menciptakan
jawabanny;jawabannya
urusin;urus
masing2;masing-masing
ajj;saja
mikir2;memikir-mikir
oooh;oh
hidupx;hidupnya
dripda;daripada
lsg;langsung
ngefans;fan
uztad;ustad
anjingnyaa;anjingnya
miara;memiara
pegang2;pegang-pegang
gpp;enggak apa-apa
ilmh;ilmu
menasehati;menasihati
kelus;kali
hubngan;hubungan
melihara;memelihara
apalg;apalagi
silahkan;silakan
koclak;kocak
mrip;mirip
bju;baju
cinggirnyaaaa;cinggirnya
bcnda;bercanda
yahhhh;ya
miripppp;mirip
sedikitlaahh;sedikitlah
skitar;sekitar
miriplahhhhhh;miriplah
syediih;sedih
mirp;mirip
baju.a;bajunya
wiiiihhhhhhhhh;wih
koq;kok
gantheng;ganteng
synk;sayang
tnya;tanya
gilak;gila
